GregorianDate,GregorianDOY,AIFCYear,AIFCMonth,AIFCDay,AIFCLabel,DayOfSol
2027-04-12,102,2027,4,18,,False
2027-04-13,103,2027,4,19,,False
2027-04-14,104,2027,4,20,,False
2027-04-15,105,2027,4,21,,False
2027-04-16,106,2027,4,22,,False
2027-04-17,107,2027,4,23,,False
2027-04-18,108,2027,4,24,,False
2027-04-19,109,2027,4,25,,False
2027-04-20,110,2027,4,26,,False
2027-04-21,111,2027,4,27,,False
2027-04-22,112,2027,4,28,,False
2027-04-23,113,2027,5,1,,False
2027-04-24,114,2027,5,2,,False
2027-04-25,115,2027,5,3,,False
2027-04-26,116,2027,5,4,,False
2027-04-27,117,2027,5,5,,False
2027-04-28,118,2027,5,6,,False
2027-04-29,119,2027,5,7,,False
2027-04-30,120,2027,5,8,,False
2027-05-01,121,2027,5,9,,False
2027-05-02,122,2027,5,10,,False
2027-05-03,123,2027,5,11,,False
2027-05-04,124,2027,5,12,,False
2027-05-05,125,2027,5,13,,False
2027-05-06,126,2027,5,14,,False
2027-05-07,127,2027,5,15,,False
2027-05-08,128,2027,5,16,,False
2027-05-09,129,2027,5,17,,False
2027-05-10,130,2027,5,18,,False
2027-05-11,131,2027,5,19,,False
2027-05-12,132,2027,5,20,,False
2027-05-13,133,2027,5,21,,False
2027-05-14,134,2027,5,22,,False
2027-05-15,135,2027,5,23,,False
2027-05-16,136,2027,5,24,,False
2027-05-17,137,2027,5,25,,False
2027-05-18,138,2027,5,26,,False
2027-05-19,139,2027,5,27,,False
2027-05-20,140,2027,5,28,,False
2027-05-21,141,2027,6,1,,False
2027-05-22,142,2027,6,2,,False
2027-05-23,143,2027,6,3,,False
2027-05-24,144,2027,6,4,,False
2027-05-25,145,2027,6,5,,False
2027-05-26,146,2027,6,6,,False
2027-05-27,147,2027,6,7,,False
2027-05-28,148,2027,6,8,,False
2027-05-29,149,2027,6,9,,False
2027-05-30,150,2027,6,10,,False
2027-05-31,151,2027,6,11,,False
2027-06-01,152,2027,6,12,,False
2027-06-02,153,2027,6,13,,False
2027-06-03,154,2027,6,14,,False
2027-06-04,155,2027,6,15,,False
2027-06-05,156,2027,6,16,,False
2027-06-06,157,2027,6,17,,False
2027-06-07,158,2027,6,18,,False
2027-06-08,159,2027,6,19,,False
2027-06-09,160,2027,6,20,,False
2027-06-10,161,2027,6,21,,False
2027-06-11,162,2027,6,22,,False
2027-06-12,163,2027,6,23,,False
2027-06-13,164,2027,6,24,,False
2027-06-14,165,2027,6,25,,False
2027-06-15,166,2027,6,26,,False
2027-06-16,167,2027,6,27,,False
2027-06-17,168,2027,6,28,,False
2027-06-18,169,2027,7,1,,False
2027-06-19,170,2027,7,2,,False
2027-06-20,171,2027,7,3,,False
2027-06-21,172,2027,7,4,,True
2027-06-22,173,2027,7,5,,False
2027-06-23,174,2027,7,6,,False
2027-06-24,175,2027,7,7,,False
2027-06-25,176,2027,7,8,,False
2027-06-26,177,2027,7,9,,False
2027-06-27,178,2027,7,10,,False
2027-06-28,179,2027,7,11,,False
2027-06-29,180,2027,7,12,,False
2027-06-30,181,2027,7,13,,False
2027-07-01,182,2027,7,14,,False
2027-07-02,183,2027,7,15,,False
2027-07-03,184,2027,7,16,,False
2027-07-04,185,2027,7,17,,False
2027-07-05,186,2027,7,18,,False
2027-07-06,187,2027,7,19,,False
2027-07-07,188,2027,7,20,,False
2027-07-08,189,2027,7,21,,False
2027-07-09,190,2027,7,22,,False
2027-07-10,191,2027,7,23,,False
2027-07-11,192,2027,7,24,,False
2027-07-12,193,2027,7,25,,False
2027-07-13,194,2027,7,26,,False
2027-07-14,195,2027,7,27,,False
2027-07-15,196,2027,7,28,,False
2027-07-16,197,2027,7,29,Sol-29,False
2027-07-17,198,2027,8,1,,False
2027-07-18,199,2027,8,2,,False
2027-07-19,200,2027,8,3,,False
2027-07-20,201,2027,8,4,,False
2027-07-21,202,2027,8,5,,False
2027-07-22,203,2027,8,6,,False
2027-07-23,204,2027,8,7,,False
2027-07-24,205,2027,8,8,,False
2027-07-25,206,2027,8,9,,False
2027-07-26,207,2027,8,10,,False
2027-07-27,208,2027,8,11,,False
2027-07-28,209,2027,8,12,,False
2027-07-29,210,2027,8,13,,False
2027-07-30,211,2027,8,14,,False
2027-07-31,212,2027,8,15,,False
2027-08-01,213,2027,8,16,,False
2027-08-02,214,2027,8,17,,False
2027-08-03,215,2027,8,18,,False
2027-08-04,216,2027,8,19,,False
2027-08-05,217,2027,8,20,,False
2027-08-06,218,2027,8,21,,False
2027-08-07,219,2027,8,22,,False
2027-08-08,220,2027,8,23,,False
2027-08-09,221,2027,8,24,,False
2027-08-10,222,2027,8,25,,False
2027-08-11,223,2027,8,26,,False
2027-08-12,224,2027,8,27,,False
2027-08-13,225,2027,8,28,,False
2027-08-14,226,2027,9,1,,False
2027-08-15,227,2027,9,2,,False
2027-08-16,228,2027,9,3,,False
2027-08-17,229,2027,9,4,,False
2027-08-18,230,2027,9,5,,False
2027-08-19,231,2027,9,6,,False
2027-08-20,232,2027,9,7,,False
2027-08-21,233,2027,9,8,,False
2027-08-22,234,2027,9,9,,False
2027-08-23,235,2027,9,10,,False
2027-08-24,236,2027,9,11,,False
2027-08-25,237,2027,9,12,,False
2027-08-26,238,2027,9,13,,False
2027-08-27,239,2027,9,14,,False
2027-08-28,240,2027,9,15,,False
2027-08-29,241,2027,9,16,,False
2027-08-30,242,2027,9,17,,False
2027-08-31,243,2027,9,18,,False
2027-09-01,244,2027,9,19,,False
2027-09-02,245,2027,9,20,,False
2027-09-03,246,2027,9,21,,False
2027-09-04,247,2027,9,22,,False
2027-09-05,248,2027,9,23,,False
2027-09-06,249,2027,9,24,,False
2027-09-07,250,2027,9,25,,False
2027-09-08,251,2027,9,26,,False
2027-09-09,252,2027,9,27,,False
2027-09-10,253,2027,9,28,,False
2027-09-11,254,2027,10,1,,False
2027-09-12,255,2027,10,2,,False
2027-09-13,256,2027,10,3,,False
2027-09-14,257,2027,10,4,,False
2027-09-15,258,2027,10,5,,False
2027-09-16,259,2027,10,6,,False
2027-09-17,260,2027,10,7,,False
2027-09-18,261,2027,10,8,,False
2027-09-19,262,2027,10,9,,False
2027-09-20,263,2027,10,10,,False
2027-09-21,264,2027,10,11,,False
2027-09-22,265,2027,10,12,,False
2027-09-23,266,2027,10,13,,False
2027-09-24,267,2027,10,14,,False
2027-09-25,268,2027,10,15,,False
2027-09-26,269,2027,10,16,,False
2027-09-27,270,2027,10,17,,False
2027-09-28,271,2027,10,18,,False
2027-09-29,272,2027,10,19,,False
2027-09-30,273,2027,10,20,,False
2027-10-01,274,2027,10,21,,False
2027-10-02,275,2027,10,22,,False
2027-10-03,276,2027,10,23,,False
2027-10-04,277,2027,10,24,,False
2027-10-05,278,2027,10,25,,False
2027-10-06,279,2027,10,26,,False
2027-10-07,280,2027,10,27,,False
2027-10-08,281,2027,10,28,,False
2027-10-09,282,2027,11,1,,False
2027-10-10,283,2027,11,2,,False
2027-10-11,284,2027,11,3,,False
2027-10-12,285,2027,11,4,,False
2027-10-13,286,2027,11,5,,False
2027-10-14,287,2027,11,6,,False
2027-10-15,288,2027,11,7,,False
2027-10-16,289,2027,11,8,,False
2027-10-17,290,2027,11,9,,False
2027-10-18,291,2027,11,10,,False
2027-10-19,292,2027,11,11,,False
2027-10-20,293,2027,11,12,,False
2027-10-21,294,2027,11,13,,False
2027-10-22,295,2027,11,14,,False
2027-10-23,296,2027,11,15,,False
2027-10-24,297,2027,11,16,,False
2027-10-25,298,2027,11,17,,False
2027-10-26,299,2027,11,18,,False
2027-10-27,300,2027,11,19,,False
2027-10-28,301,2027,11,20,,False
2027-10-29,302,2027,11,21,,False
2027-10-30,303,2027,11,22,,False
2027-10-31,304,2027,11,23,,False
2027-11-01,305,2027,11,24,,False
2027-11-02,306,2027,11,25,,False
2027-11-03,307,2027,11,26,,False
2027-11-04,308,2027,11,27,,False
2027-11-05,309,2027,11,28,,False
2027-11-06,310,2027,12,1,,False
2027-11-07,311,2027,12,2,,False
2027-11-08,312,2027,12,3,,False
2027-11-09,313,2027,12,4,,False
2027-11-10,314,2027,12,5,,False
2027-11-11,315,2027,12,6,,False
2027-11-12,316,2027,12,7,,False
2027-11-13,317,2027,12,8,,False
2027-11-14,318,2027,12,9,,False
2027-11-15,319,2027,12,10,,False
2027-11-16,320,2027,12,11,,False
2027-11-17,321,2027,12,12,,False
2027-11-18,322,2027,12,13,,False
2027-11-19,323,2027,12,14,,False
2027-11-20,324,2027,12,15,,False
2027-11-21,325,2027,12,16,,False
2027-11-22,326,2027,12,17,,False
2027-11-23,327,2027,12,18,,False
2027-11-24,328,2027,12,19,,False
2027-11-25,329,2027,12,20,,False
2027-11-26,330,2027,12,21,,False
2027-11-27,331,2027,12,22,,False
2027-11-28,332,2027,12,23,,False
2027-11-29,333,2027,12,24,,False
2027-11-30,334,2027,12,25,,False
2027-12-01,335,2027,12,26,,False
2027-12-02,336,2027,12,27,,False
2027-12-03,337,2027,12,28,,False
2027-12-04,338,2027,13,1,,False
2027-12-05,339,2027,13,2,,False
2027-12-06,340,2027,13,3,,False
2027-12-07,341,2027,13,4,,False
2027-12-08,342,2027,13,5,,False
2027-12-09,343,2027,13,6,,False
2027-12-10,344,2027,13,7,,False
2027-12-11,345,2027,13,8,,False
2027-12-12,346,2027,13,9,,False
2027-12-13,347,2027,13,10,,False
2027-12-14,348,2027,13,11,,False
2027-12-15,349,2027,13,12,,False
2027-12-16,350,2027,13,13,,False
2027-12-17,351,2027,13,14,,False
2027-12-18,352,2027,13,15,,False
2027-12-19,353,2027,13,16,,False
2027-12-20,354,2027,13,17,,False
2027-12-21,355,2027,13,18,,False
2027-12-22,356,2027,13,19,,False
2027-12-23,357,2027,13,20,,False
2027-12-24,358,2027,13,21,,False
2027-12-25,359,2027,13,22,,False
2027-12-26,360,2027,13,23,,False
2027-12-27,361,2027,13,24,,False
2027-12-28,362,2027,13,25,,False
2027-12-29,363,2027,13,26,,False
2027-12-30,364,2027,13,27,,False
2027-12-31,365,2027,13,28,,False
